State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,XiFin,Austin,87,06/04/2025,05/29/2025,,,,Capital Area WDA,Travis,,
Texas,Eckerd Connects (David Carrasco Job Corps),El Paso,77,06/04/2025,06/13/2025,,,,Borderplexjobs WDA,El Paso,,
Texas,Sunnova Energy Corporation,Houston,,06/03/2025,05/30/2025,,,,Gulf Coast WDA,Harris,,
Texas,JC Penney (Allaince Supply Chain),Haslet,296,06/03/2025,08/01/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Texana Center (Building A) Airport Service Center,Rosenberg,27,05/28/2025,05/21/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Texana Center (Building B) Airport Service Center,Rosenberg,25,05/28/2025,05/21/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Chevron (Deauville Blvd),Midland,733,05/28/2025,07/15/2025,,,,Permian Basin WDA,Midland,,
Texas,Texana Center El Campo Learning Center,El Campo,9,05/28/2025,05/21/2025,,,,Gulf Coast WDA,Wharton,,
Texas,Chevron (S. County Rd.),Midland,7,05/28/2025,07/15/2025,,,,Permian Basin WDA,Midland,,
Texas,Chevron (N. FM 1788),Midland,44,05/28/2025,07/15/2025,,,,Permian Basin WDA,Midland,,
Texas,Texana Center Glenn Lakes Group Home,Missouri City,7,05/28/2025,05/21/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Texana Center North Street Group Home,Rosenberg,7,05/28/2025,05/21/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Texana Center Aqua Vista Group,Rosenberg,4,05/28/2025,05/21/2025,,,,Heart of Texas WDA,Fort Bend,,
Texas,Texana Center Russeff Filed  Home,Rosenberg,5,05/28/2025,05/21/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Texana Center Dovecoft Group Home,Rosenberg,6,05/28/2025,05/21/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Camden Landing Group Home,Rosenberg,5,05/28/2025,05/21/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,LACROIX,El Paso,7,05/27/2025,07/01/2025,,,,Borderplexjobs WDA,El Paso,,
Texas,Child Care Associates,Ft. Worth,93,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Tucker),Arlington,7,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Linda Kay),Hurst,15,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Mansfield),Mansfield,15,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Carson),Fort Worth,14,05/21/2025,05/21/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Meachum),Fort Worth,15,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Reagan),Fort Worth,14,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Rosedale V),Fort Worth,16,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Diamond Road),Fort Worth,13,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Morris Foundation),Fort Worth,17,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates(North Fort Worth),Fort Worth,16,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Blanche),Fort Worth,17,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Arlington 2),Arlington,22,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (JA Hargrave),Fort Worth,19,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Child Care Associates (Everman),Fort Worth,9,05/21/2025,06/30/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Sodexo (International Leadership TX),Irving,165,05/21/2025,06/30/2025,,,,Dallas County WDA,Dallas,,
Texas,F&S Produce West LLC,Houston,225,05/21/2025,07/20/2025,,,,Gulf Coast WDA,Harris,,
Texas,FedEx Supply Chain Logistics & Electronics (Ft. Worth),Fort Worth,305,05/20/2025,07/06/2025,,,,Tarrant County WDA,Tarrant,,
Texas,International Paper Company(Edinburg),Edinburg,63,05/14/2025,05/09/2025,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,International Paper Company (Edinburg W. Chapin),Edinburg,64,05/14/2025,05/09/2025,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,International Paper Company (McAllen),McAllen,5,05/14/2025,05/09/2025,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Atria Wealth Solutions,Houston,55,05/14/2025,07/04/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Museum of Ice Cream,Austin,38,05/08/2025,07/10/2025,,,,Capital Area WDA,Travis,,
Texas,WSS (Foot Locker),Houston,57,05/08/2025,07/07/2025,,,,Gulf Coast WDA,Harris,,
Texas,TRIGO (Tesla),Austin,50,05/07/2025,04/28/2025,,,,Capital Area WDA,Travis,,
Texas,Smurfikt Westrock Facility (ForneyTexas),Forney,200,05/06/2025,06/30/2025,,,,North Central Texas WDA,Kaufman,,
Texas,Tom Thumb Store #3579,Allen,75,05/06/2025,,,,,North Central Texas WDA,Collin,,
Texas,Chick-Fil-A (N. Collins St. Plant),Arlington,10,05/01/2025,06/07/2025,,,,Tarrant County WDA,Tarrant,,
Texas,PULAU Corporation,Killeen,64,04/30/2025,06/30/2025,,,,Central Texas WDA,Bell,,
Texas,Texas Central School Bus (Purnell),Lewisville,174,04/30/2025,07/17/2025,,,,None,Denton,,
Texas,Texas Central School Bus (Mill),Lewisville,131,04/30/2025,07/15/2025,,,,North Central Texas WDA,Denton,,
Texas,Texas Central School Bus (Cougar Alley),The Colony,155,04/30/2025,07/15/2025,,,,North Central Texas WDA,Denton,,
Texas,"Graphic Solutions, Inc. (Spring Valley)",Dallas,64,04/23/2025,06/13/2025,,,,Dallas County WDA,Dallas,,
Texas,"Graphic Solutions, Inc (Welch Rd)",Dallas,2,04/23/2025,06/13/2025,,,,Dallas County WDA,Dallas,,
Texas,Graphic Solutuions Inc. (Farmers Branch),Farmers Branch,5,04/23/2025,06/13/2025,,,,Dallas County WDA,Dallas,,
Texas,MedStar Mobile Healthcare,Fort Worth,589,04/16/2025,07/01/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Virtex Enterprises LP,Austin,84,04/16/2025,06/14/2025,,,,Capital Area WDA,Travis,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)San Felipe,Houston,36,04/08/2025,03/31/2025,,,,Gulf Coast WDA,Harris,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)Louisiana Street,Houston,6,04/08/2025,,,,,Gulf Coast WDA,Harris,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)Collins Road,Richmond,2,04/08/2025,03/31/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)South Loop West,Houston,1,04/08/2025,03/31/2025,,,,Gulf Coast WDA,Harris,,
Texas,US Cellular Corporation,Wichita Falls,1,04/08/2025,06/02/2025,,,,Heart of Texas WDA,Archer,,
Texas,"Movate, Inc.",Temple,51,04/08/2025,05/31/2025,,,,North Central Texas WDA,Bell,,
Texas,Raices (April 2025),San Antonio,159,04/08/2025,04/02/2025,,,,Alamo WDA,Bexar,,
Texas,Southeast Service Corporation Services for Education (Georgetown ISD),Georgetown,60,04/02/2025,05/31/2025,,,,,Georgetown,,
Texas,Envision Physician Services LLC,San Antonio,120,04/02/2025,05/31/2025,,,,Alamo WDA,San Antonio,,
Texas,Denali,Plano,28,04/02/2025,06/02/2025,,,,North Central Texas WDA,Plano,,
Texas,"BH Security, LLC DBA Brinks Home",Dallas,61,03/19/2025,06/30/2025,,,,Dallas County WDA,Dallas,,
Texas,"Church World Service, Inc.",Houston,63,03/18/2025,02/03/2025,,,,Gulf Coast WDA,Harris,,
Texas,"C&S Family of Companies (GSC Wholesale, LLC)",Houston,21,03/17/2025,03/14/2025,,,,Gulf Coast WDA,Harris,,
Texas,Grocery Delivery E Services USA DBA Hello Fresh (Tarrant),Grand Prairie,273,03/12/2025,05/13/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Constellis LLC (Laredo Border Station),Laredo,121,03/12/2025,03/07/2025,,,,South Texas WDA,Webb,,
Texas,Constellis LLC (Laredo #2),Laredo,30,03/12/2025,03/07/2025,,,,South Texas WDA,Webb,,
Texas,Chewy Inc. Fullfillment Center,Dallas,674,03/12/2025,05/10/2025,,,,Dallas County WDA,Dallas,,
Texas,"De La Paz Cleaning and Rental Services, LLC (Laredo)",Laredo,142,03/12/2025,03/07/2025,,,,South Texas WDA,Webb,,
Texas,Country Pure Foods,Houston,60,03/12/2025,05/09/2025,,,,Gulf Coast WDA,Harris,,
Texas,Interfaith Ministries Of Greater Houston (Refugee Services Program),Houston,101,03/11/2025,03/14/2025,,,,Gulf Coast WDA,Harris,,
Texas,"De La Paz Cleaning and Rental Services, LLC (North Eagle Pass)",Eagle Pass,60,03/11/2025,03/03/2025,,,,Middle Rio Grande WDA,Maverick,,
Texas,"De La Paz Cleaning and Rental Services, LLC (Donna)",Donna,125,03/11/2025,03/07/2025,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,"Centerra (Constellis, LLC)",McAllen,23,03/11/2025,03/07/2025,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,"Catholic Charities, Diocese of Fort Worth, INC",Fort Worth,169,03/10/2025,03/14/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Ryder -Hutchins,Hutchins,110,03/06/2025,05/10/2025,,,,Dallas County WDA,Dallas,,
Texas,"Hatco, Inc",Longview,68,03/06/2025,02/27/2025,,,,East Texas WDA,Gregg,,
Texas,Pure Safety Group Inc. DBA Guardian Fall,Houston,59,03/05/2025,03/20/2025,,,,Gulf Coast WDA,Harris,,
Texas,"LUKE Holdings, Inc. (Del Rio)",Del Rio,36,03/05/2025,02/28/2025,,,,Middle Rio Grande WDA,Val Verde,,
Texas,"LUKE Holdings, Inc. (Donna)",Donna,201,03/05/2025,02/28/2025,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,"LUKE Holdings, Inc (Eagle Pass)",Eagle Pass,129,03/05/2025,02/28/2025,,,,Middle Rio Grande WDA,Maverick,,
Texas,JELD -WEN -Coppell,Coppell,56,03/03/2025,04/28/2025,,,,Dallas County WDA,Dallas,,
Texas,"LUKE Holdings, Inc.(Laredo)",Laredo,73,03/03/2025,02/28/2025,,,,South Texas WDA,Webb,,
Texas,"LUKE Holdings, Inc. (El Paso)",El Paso,227,03/03/2025,02/28/2025,,,,Borderplexjobs WDA,El Paso,,
Texas,MVM,El Paso,247,02/26/2025,03/18/2025,,,,Borderplexjobs WDA,El Paso,,
Texas,"MVM, Inc. (McAllen)",McAllen,132,02/26/2025,03/18/2025,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Houston Refining LP (2025),Houston,345,02/25/2025,04/17/2025,,,,Gulf Coast WDA,Harris,,
Texas,Christus Health Santa Rosa Medical Center,San Antonio,479,02/24/2025,04/25/2025,,,,Alamo WDA,Bexar,,
Texas,L3Harris Technologies (JAVA MAN Program),Rockwall,179,02/24/2025,04/22/2025,,,,North Central Texas WDA,Rockwall,,
Texas,Southwest - Dallas Lovefield Airport,Dallas,626,02/19/2025,04/22/2025,,,,Dallas County WDA,Dallas,,
Texas,Neiman Marcus-One Marcus Square,Dallas,1,02/19/2025,03/31/2025,,,,Dallas County WDA,Dallas,,
Texas,Raices,San Antonio,61,02/18/2025,02/12/2025,,,,Alamo WDA,Bexar,,
Texas,Animal Supply Co. LLC,Grand Prairie,145,02/11/2025,02/21/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Catholic Charities of Dallas (Refuge Resettlement Program),Dallas,63,02/11/2025,02/11/2025,,,,Dallas County WDA,Dallas,,
Texas,Propio Language Services,San Antonio,40,02/11/2025,02/11/2025,,,,Alamo WDA,Bexar,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Louisiana Street),Houston,11,02/10/2025,02/07/2025,,,,Gulf Coast WDA,Harris,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Smith Street),Houston,43,02/10/2025,02/07/2025,,,,Gulf Coast WDA,Harris,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (Bering Drive),Houston,58,02/10/2025,02/07/2025,,,,Gulf Coast WDA,Harris,,
Texas,Catholic Charities Archdiocese Of Galveston-Houston (San Felipe),Houston,8,02/10/2025,02/07/2025,,,,Gulf Coast WDA,Harris,,
Texas,Syzygy Plasmonics,Houston,58,02/05/2025,03/31/2025,,,,Gulf Coast WDA,Harris,,
Texas,Syzygy Plasmonics (Kirby),Houston,10,02/05/2025,03/31/2025,,,,Gulf Coast WDA,Harris,,
Texas,"LX Pantos America, Inc.",Fort Worth,131,02/05/2025,04/04/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Pathlight Property Management (OPVHHJV LLC),Plano,192,02/05/2025,03/31/2025,,,,North Central Texas WDA,Collin,,
Texas,Hll Mission Technologies(Administrative Office of the US Courts (AOUSC),San Antonio,56,02/05/2025,03/31/2025,,,,Alamo WDA,Bexar,,
Texas,One TouchPoint,Austin,43,01/30/2025,01/31/2025,,,,Capital Area WDA,Travis,,
Texas,S & B Engineers and Constructors (Eastman),Longview,43,01/29/2025,03/28/2025,,,,East Texas WDA,Gregg,,
Texas,Allied Aviation-Southlake,Southlake,362,01/29/2025,03/31/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Manpower Group (Irving),Irving,173,01/29/2025,03/28/2025,,,,Dallas County WDA,Dallas,,
Texas,"Construction Specialties Platforn Holdings, LLC",Denton,89,01/27/2025,03/31/2025,,,,North Central Texas WDA,Denton,,
Texas,"Chalk Mountain Services of Texas of Texas, LLC (Pleasanton)",Pleasanton,1,01/21/2025,02/02/2025,,,,Alamo WDA,Atascosa,,
Texas,Macy's - Houston (Almeda),Houston,72,01/15/2025,03/18/2025,,,,Gulf Coast WDA,Harris,,
Texas,RR Donnelley,Nacogdoches,88,01/14/2025,03/15/2025,,,,Deep East Texas WDA,Nacogdoches,,
Texas,"COSMAX NBT USA, INC #1",Garland,80,01/14/2025,02/28/2025,,,,Dallas County WDA,Dallas,,
Texas,"Scentsy, Inc.",Coppell,94,01/09/2025,03/01/2025,,,,Dallas County WDA,Dallas,,
Texas,Commanche Peak Nuclear Power Plant,Glen Rose,86,01/08/2025,01/31/2025,,,,North Central Texas WDA,Somervell,,
Texas,Crothall Healthcare-Houston,Houston,69,01/08/2025,12/15/2024,,,,Gulf Coast WDA,Harris,,
Texas,"ICON Technology, Inc.",Austin,114,01/07/2025,03/08/2025,,,,Capital Area WDA,Travis,,
Texas,"Tenneco, Inc.",El Paso,140,12/27/2024,02/15/2025,,,,Borderplexjobs WDA,El Paso,,
Texas,Stealth Monitoring,Addison,29,12/18/2024,02/11/2025,,,,Dallas County WDA,Collin,,
Texas,"Get Fresh Produce, LLC",Houston,44,12/11/2024,01/19/2025,,,,Gulf Coast WDA,Harris,,
Texas,United Language Group,San Antonio,60,12/11/2024,02/07/2025,,,,Alamo WDA,Bexar,,
Texas,DallasNews Group,Plano,75,12/11/2024,02/01/2025,,,,North Central WDA,Collin,,
Texas,TTEC Government Solutions,Austin,650,12/04/2024,12/04/2025,,,,Capital Area WDA,Travis,,
Texas,"SDH Service East, LLC",San Antonio,166,11/25/2024,01/23/2024,,,,Alamo WDA,Bexar,,
Texas,Exxon Mobil Corporation (Big Lake) #1,Big Lake,1,11/25/2024,12/31/2024,,,,Concho Valley WDA,Reagan,,
Texas,Exxon Mobil Corporation (Big Lake) #2,Big Lake,2,11/25/2024,03/31/2025,,,,Concho Valley WDA,Reagan,,
Texas,Advanced Auto Parts (Grand Prairie),Grand Prairie,10,11/19/2024,02/14/2025,,,,Dallas County WDA,Dallas,,
Texas,Advanced Auto Parts (Forest Hill),Forest Hill,9,11/19/2024,02/11/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Advanced Auto Parts (Mccart Ave.),Fort Worth,9,11/19/2024,02/11/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Advanced Auto Parts (Josey Ln),Dallas,10,11/19/2024,02/10/2025,,,,Dallas County WDA,Dallas,,
Texas,Advanced Auto Parts (Camp Bowie),Fort Worth,11,11/19/2024,02/09/2025,,,,Tarrant County WDA,Tarrant,,
Texas,Advanced Auto Parts (Carroll Avenue),Dallas,8,11/19/2024,02/10/2025,,,,Dallas County WDA,Dallas,,
Texas,Straus Frank Enterprises LLC Store# 6855 (Pearland),Pearland,10,11/19/2024,02/15/2025,,,,Gulf Coast WDA,Brazoria,,
Texas,Advanced Auto Parts (Garland),Garland,10,11/19/2024,02/12/2025,,,,Dallas County WDA,Dallas,,
Texas,Straus Frank Enterprises LLC Store# 8054 (Cypress),Cypress,12,11/19/2024,02/15/2025,,,,Gulf Coast WDA,Harris,,
Texas,Straus Frank Enterprises LLC Store# 8169 (Houston),Houston,8,11/19/2024,02/13/2025,,,,Gulf Coast WDA,Harris,,
Texas,Straus Frank Enterprises LLC Store# 7993 (Conroe),Conroe,6,11/19/2024,01/29/2025,,,,Gulf Coast WDA,Montgomery,,
Texas,Straus Frank Enterprises LLC Store# 8046 (Spring),Spring,11,11/19/2024,02/15/2025,,,,Gulf Coast WDA,Montgomery,,
Texas,Straus Frank Enterprises LLC Store# 8489 (Houston II),Houston,7,11/19/2024,01/27/2025,,,,Gulf Coast WDA,Harris,,
Texas,Straus Frank Enterprises LLC Store# 7776 (Plano),Plano,12,11/18/2024,02/15/2025,,,,North Central Texas WDA,Collin,,
Texas,Straus Frank Enterprises LLC Store# 7912 (Plano),Plano,10,11/18/2024,02/12/2025,,,,North Central Texas WDA,Collin,,
Texas,Exxon Mobile (Las Colinas Office),Irving,376,11/12/2024,12/31/2024,,,,Dallas County WDA,Dallas,,
Texas,Kuehne + Nagel (KN),Lewisviille,68,11/12/2024,12/13/2024,,,,,Denton,,
Texas,Exxon Mobile (Midland #1),Midland,9,11/12/2024,12/31/2024,,,,Permian Basin WDA,Midland,,
Texas,Exxon Mobile (Midland #3),Midland,9,11/12/2024,12/31/2024,,,,Permian Basin WDA,Midland,,
Texas,"WIT Services Co., LLC",Stephenville,15,11/05/2024,12/27/2024,,,,North Central Texas WDA,Erath,,
Texas,"Paragon Industries, Inc.",Stephenville,70,11/05/2024,01/10/2025,,,,North Central Texas WDA,Erath,,
Texas,Alcom LLC,Waco,83,10/30/2024,12/16/2024,,,,Heart of Texas WDA,McLennan,,
Texas,DHL Supply Chain,Missouri City,43,10/29/2024,01/13/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,DHL Supply Chain,Sugar Land,10,10/29/2024,01/13/2025,,,,Gulf Coast WDA,Fort Bend,,
Texas,Marathon Oil Corporation,Houston,500,10/29/2024,05/28/2024,,,,Gulf Coast WDA,Harris,,
Texas,Sodexo (Alcon Labs),Fort Worth,70,10/24/2024,12/24/2024,,,,Tarrant County WDA,Tarrant,,
Texas,Wolfspeed,Farmers Branch,73,10/23/2024,11/23/2024,,,,Dallas County WDA,Dallas,,
Texas,"True Value Company, L.L.C.",Corsicana,107,10/23/2024,12/14/2024,,,,North Central Texas WDA,Navarro,,
Texas,DENNIS Uniform,Fort Worth,139,10/22/2024,10/19/2024,,,,Tarrant County WDA,Tarrant,,
Texas,Intel Corporation,Austin,251,10/16/2024,11/15/2024,,,,Capital Area WDA,Travis,,
Texas,"National Fire & Safety, Inc.",Dallas,99,10/16/2024,12/16/2024,,,,Dallas County WDA,Dallas,,
Texas,MP2 Energy LLC (Shell Energy),Houston,103,10/16/2024,12/13/2024,,,,Gulf Coast WDA,Harris,,
Texas,"Jabil, Inc.",Richardson,136,10/10/2024,12/06/2024,,,,North Central Texas WDA,Collin,,
Texas,International Paper Company San Antonio,San Antonio,89,10/10/2024,11/18/2024,,,,Alamo WDA,Bexar,,
Texas,Cygnus Home Service dba Yelloh,San Antonio,11,09/23/2024,11/22/2024,,,,Alamo WDA,Bexar,,
Texas,Cygnus Home Service dba Yelloh,Lewisville,25,09/23/2024,11/22/2024,,,,North Central Texas WDA,Denton,,
Texas,Expedia Group Inc. (Austin),Austin,57,09/19/2024,11/18/2024,,,,Capital Area WDA,Travis,,
Texas,Laboratory Corporation of America Holdings,Houston,132,09/16/2024,11/22/2024,,,,Gulf Coast WDA,Harris,,
Texas,Southwest Key Program (Casa Trail House),El Paso,666,09/12/2024,11/09/2024,,,,Borderplexjobs WDA,El Paso,,
Texas,Southwestern Health Resources,Farmers Branch,129,09/11/2024,09/10/2024,,,,Dallas County WDA,Dallas,,
Texas,Management & Training Corp. - MTC Medical LLC  (Giles W. Dalby Facility),Post,218,09/10/2024,09/30/2024,,,,South Plains WDA,Garza,,
Texas,"Steward Medical Group, Inc.",Richardson,40,09/06/2024,10/29/2024,,,,Dallas County WDA,Dallas,,
Texas,Steward Health Care System,Texarkana,43,09/04/2024,11/02/2024,,,,North East Texas WDA,Bowie,,
Texas,"Basler Plastics, LLC",San Marcos,41,09/04/2024,12/31/2024,,,,Rural Capital WDA,Hays,,
Texas,"HCL America, Inc. (HCL Tech)",Frisco,43,08/30/2024,11/01/2024,,,,North Central Texas WDA,Collin,,
Texas,Signify North America Corporation - Genlyte Thomas LLC (Update),San Marcos,109,08/28/2024,08/02/2024,,,,Rural Capital WDA,Hays,,
Texas,Callaway Golf Interactive Inc,Austin,28,08/27/2024,10/28/2024,,,,Capital Area WDA,Travis,,
Texas,VSPOne Dallas (VSP Optical Group),Lewisville,69,08/21/2024,10/18/2024,,,,North Central Texas WDA,Denton,,
Texas,Conn's HomePlus (Grand Prairie),Grand Prairie,16,08/14/2024,10/07/2024,,,,Dallas County WDA,Dallas,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions San Marcos Office",San Marcos,17,08/12/2024,09/30/2024,,,,Rural Capital WDA,Hays,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Lockhart Office",Lockhart,3,08/12/2024,09/30/2024,,,,Rural Capital WDA,Caldwell,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Bastrop Office",Bastrop,8,08/12/2024,09/30/2024,,,,Rural Capital WDA,Bastrop,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Giddings Office",Giddings,3,08/12/2024,09/30/2024,,,,Rural Capital WDA,Lee,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions La Grange Office",La Grange,1,08/12/2024,09/30/2024,,,,Rural Capital WDA,Fayette,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Round Rock",Round Rock,26,08/12/2024,09/30/2024,,,,Rural Capital WDA,Williamson,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Burnet",Burnet,6,08/12/2024,09/30/2024,,,,Rural Capital WDA,Burnet,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Llano Satellite Office",Llano,1,08/12/2024,09/30/2024,,,,Rural Capital WDA,Llano,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Johnson City Satellite Office",Johnson City,1,08/12/2024,09/30/2024,,,,Rural Capital WDA,Blanco,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Bartlett Satellite Office",Bartlett,1,08/12/2024,09/30/2024,,,,Rural Capital WDA,Williamson,,
Texas,"Arbor E & T, LLC Equus Workforce Solutions Taylor Satellite Office",Taylor,1,08/12/2024,09/30/2024,,,,Rural Capital WDA,Williamson,,
Texas,"INVISTA (Orange) Nylon Chemicals Americas, LLC",Orange,75,08/12/2024,09/16/2024,,,,South East Texas WDA,Orange,,
Texas,Landshark Bar & Grill,San Antonio,18,08/12/2024,08/17/2024,,,,Alamo WDA,Bexar,,
Texas,Seton Medical Center,Austin,15,08/08/2024,10/01/2024,,,,Capital Area WDA,Travis,,
Texas,Seton Medical Center Hays,Kyle,16,08/08/2024,10/01/2024,,,,Rural Capital WDA,Hays,,
Texas,Seton Highland Lakes Hospital,Burnet,15,08/08/2024,10/01/2024,,,,Rural Capital WDA,Burnet,,
Texas,Seton Northwest Hospital,Austin,16,08/08/2024,10/01/2024,,,,Capital Area WDA,Travis,,
Texas,Seton Medical Center Williams,Round Rock,15,08/08/2024,10/01/2024,,,,Rural Capital WDA,Williamson,,
Texas,Seton Southwest Medical Center,Austin,15,08/08/2024,10/01/2024,,,,Capital Area WDA,Travis,,
Texas,Texas Children's Hopsital (Texas Medical Center),Houston,997,08/08/2024,10/02/2024,,,,Gulf Coast WDA,Harris,,
Texas,ABM Texas (TCC Northeast),Hurst,23,08/08/2024,08/31/2024,,,,Tarrant County WDA,Tarrant,,
Texas,ABM Texas (TCC Northwest),Fort Worth,23,08/08/2024,08/31/2024,,,,Tarrant County WDA,Tarrant,,
Texas,ABM Texas (TCC South),Fort Worth,23,08/08/2024,08/31/2024,,,,Tarrant County WDA,Tarrant,,
Texas,ABM Texas (TCC Southeast),Arlington,23,08/08/2024,08/31/2024,,,,Tarrant County WDA,Tarrant,,
Texas,ABM Texas (TCC Trinity),Fort Worth,23,08/08/2024,08/31/2024,,,,Tarrant County WDA,Tarrant,,
Texas,Conn's Appliances (Beaumont Site),Beaumont,32,08/07/2024,09/23/2024,,,,South East Texas WDA,Jefferson,,
Texas,Conn's Appliances (Woodlands Site),Beaumont,183,08/07/2024,09/23/2024,,,,Gulf Coast WDA,Jefferson,,
Texas,Conn's Appliances (San Antonio),San Antonio,36,08/07/2024,09/23/2024,,,,Alamo WDA,Bexar,,
Texas,"Fleco Industries, LLC",Carrollton,174,08/07/2024,09/29/2024,,,,Dallas County WDA,Dallas,,
Texas,The Gunter Hotel San Antonio,San Antonio,75,08/07/2024,10/01/2024,,,,Alamo WDA,Bexar,,
Texas,MII Technologies (AOUSC),San Antonio,57,08/06/2024,10/31/2024,,,,Alamo WDA,Bexar,,
Texas,Exxon Mobil (Midland #1),Midland,1,08/05/2024,09/30/2024,,,,Permian Basin WDA,Midland,,
Texas,Exxon Mobil (Midland #2),Midland,7,08/05/2024,09/30/2024,,,,Permian Basin WDA,Midland,,
Texas,Exxon Mobil (Midland #3),Midland,10,08/05/2024,09/30/2024,,,,Permian Basin WDA,Midland,,
Texas,Exxon Mobil (Las Colinas Office),Irving,39,08/01/2024,09/30/2024,,,,Dallas County WDA,Dallas,,
Texas,Exxon Mobil (Big Lake),Big Lake,2,08/01/2024,09/30/2024,,,,Concho Valley WDA,Reagan,,
Texas,SunPower Corporation,Austin,6,07/29/2024,09/24/2024,,,,Capital Area WDA,Travis,,
Texas,"BIMBO Bakeries USA, Inc.",San Antonio,138,07/26/2024,10/05/2024,,,,Alamo WDA,Bexar,,
Texas,Holiday Inn Club Vacations Incorporated,Galveston,54,07/26/2024,07/29/2024,,,,Gulf Coast WDA,Galveston,,
Texas,Pitney Bowes Inc.,Austin,12,07/23/2024,09/17/2024,,,,Capital Area WDA,Travis,,
Texas,Pitney Bowes Inc.,Irving,2,07/23/2024,09/17/2024,,,,Dallas County WDA,Dallas,,
Texas,Master WoodCraft Cabinetry,Marshall,298,07/18/2024,09/13/2024,,,,East Texas WDA,Harrison,,
Texas,Master WoodCraft Cabinetry,Jefferson,76,07/18/2024,09/13/2024,,,,East Texas WDA,Marion,,
Texas,Golden Pass LNG Export Terminal (Sunbelt Rentals),Port Arthur,277,07/18/2024,05/21/2024,,,,South East Texas WDA,Jefferson,,
